2025-08-04 09:59:37.476 [34mINFO [0;39m [main] c.interviewcoach.BackendApplication - Starting BackendApplication using Java 17.0.8 with PID 45614 (/Users/jsu/Desktop/ga/projects/interview-coach/backend/target/classes started by jsu in /Users/jsu/Desktop/ga/projects/interview-coach/backend)
2025-08-04 10:29:02.150 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:29:02.150 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:37:33.616 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, react , Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:33.617 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, react , Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:33.626 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:37:33.627 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:37:38.566 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:38.568 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:38.575 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:37:38.576 [39mDEBUG[0;39m [http-nio-8080-exec-9] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:37:42.465 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, react, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:42.466 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, react, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:42.471 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:37:42.471 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:37:47.043 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:47.045 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:37:47.051 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:37:47.052 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:40:42.797 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, typs, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:40:42.798 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, typs, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:40:42.801 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 0 containing UNKNOWN instances
2025-08-04 10:40:42.801 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 0 containing UNKNOWN instances,[]>
2025-08-04 10:40:48.310 [39mDEBUG[0;39m [http-nio-8080-exec-8] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, typescript, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:40:48.311 [39mDEBUG[0;39m [http-nio-8080-exec-8] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, typescript, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:40:48.316 [39mDEBUG[0;39m [http-nio-8080-exec-8] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:40:48.317 [39mDEBUG[0;39m [http-nio-8080-exec-8] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:40:55.808 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:40:55.810 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:40:55.815 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:40:55.816 [39mDEBUG[0;39m [http-nio-8080-exec-7] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:41:16.621 [39mDEBUG[0;39m [http-nio-8080-exec-10] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, frontend, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:41:16.623 [39mDEBUG[0;39m [http-nio-8080-exec-10] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, frontend, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:41:16.628 [39mDEBUG[0;39m [http-nio-8080-exec-10] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 0 containing UNKNOWN instances
2025-08-04 10:41:16.629 [39mDEBUG[0;39m [http-nio-8080-exec-10] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 0 containing UNKNOWN instances,[]>
2025-08-04 10:41:23.806 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:41:23.807 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:41:23.812 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:41:23.813 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:43:02.691 [39mDEBUG[0;39m [http-nio-8080-exec-3] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:02.692 [39mDEBUG[0;39m [http-nio-8080-exec-3] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:02.697 [39mDEBUG[0;39m [http-nio-8080-exec-3] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:43:02.697 [39mDEBUG[0;39m [http-nio-8080-exec-3] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:43:02.700 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:02.700 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:02.703 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:43:02.703 [39mDEBUG[0;39m [http-nio-8080-exec-4] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:43:08.612 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:08.613 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:08.616 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:43:08.617 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:43:08.620 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:08.620 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:43:08.623 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:43:08.624 [39mDEBUG[0;39m [http-nio-8080-exec-6] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:59:10.419 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:59:10.422 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:59:10.427 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:59:10.428 [39mDEBUG[0;39m [http-nio-8080-exec-1] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:59:10.430 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:59:10.430 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:59:10.432 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.service.JobApplicationService.searchJobApplications() with result = Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances
2025-08-04 10:59:10.432 [39mDEBUG[0;39m [http-nio-8080-exec-2] c.interviewcoach.aop.LoggingAspect - Exit: com.interviewcoach.controller.JobApplicationController.getJobApplications() with result = <200 OK OK,Page 1 of 1 containing com.interviewcoach.dto.JobApplicationDto instances,[]>
2025-08-04 10:59:14.911 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.controller.JobApplicationController.getJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
2025-08-04 10:59:14.912 [39mDEBUG[0;39m [http-nio-8080-exec-5] c.interviewcoach.aop.LoggingAspect - Enter: com.interviewcoach.service.JobApplicationService.searchJobApplications() with argument[s] = [1, null, Page request [number: 0, size 20, sort: UNSORTED]]
